User Number,inLyingGroup,attention1,attention2,AttentionChecksPassed,AcademicAtt1,AcademicAtt2,AcademicAttChksPassed,AcademicScore1,AcademicScore2,AcademicScore3,AcademicScore4,AcademicScore5,AcademicScore6,AcademicScore7,AcademicScore8,AcademicScore9,AcademicScore10,AcademicScore11,AcademicScore12,AcademicScore13,AcademicScore14,AcademicScore15,AcademicScore16,AcademicScore17,AcademicScore18,AcademicScore19,AcademicScore20,AcademicScore21,AcademicScore22,AcademicScore23,AcademicScore24,AcademicScore,TotalAcademicScore
365,0,3,3,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,48,0.75
366,0,3,3,2,4,4,2,-2,-4,0,-2,0,-2,-2,-2,0,-4,-4,4,-4,-4,4,0,-2,-4,2,-2,4,4,-2,4,-18,0.40625
367,0,3,3,2,4,4,2,2,2,2,4,0,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,52,0.770833333
368,0,3,3,2,4,4,2,4,2,2,2,2,2,0,2,2,2,2,-2,-4,2,2,2,-2,0,-2,0,-2,4,0,2,22,0.614583333
369,0,3,3,2,4,4,2,4,2,4,4,2,2,4,0,4,4,2,2,2,2,4,2,2,2,4,2,2,4,2,4,66,0.84375
370,0,3,3,2,4,4,2,2,2,4,2,2,4,2,2,-4,2,4,2,2,4,2,4,2,-2,2,2,2,2,4,2,50,0.760416667
371,0,3,3,2,4,4,2,4,0,4,4,4,4,4,2,4,4,4,2,2,4,4,-2,4,4,4,4,4,4,-2,4,74,0.885416667
372,0,3,3,2,4,4,2,4,-4,4,4,4,-2,2,4,2,2,2,4,-2,2,2,2,2,2,2,2,2,2,2,2,46,0.739583333
373,0,3,3,2,4,4,2,2,0,4,0,2,-2,0,-2,4,4,-2,2,-2,0,2,-4,2,-2,2,2,2,2,-2,2,16,0.583333333
374,0,3,3,2,4,4,2,2,4,2,0,2,-2,2,2,2,2,-4,4,-2,0,2,-4,2,2,4,4,4,2,0,4,34,0.677083333
375,0,3,3,2,4,0,1,2,-2,0,2,0,0,2,4,-2,2,0,2,-2,-2,-2,0,4,2,2,0,-2,-2,-4,2,6,0.53125
376,0,3,3,2,4,4,2,4,4,4,4,2,-2,-2,-2,2,4,-2,4,4,-2,2,4,2,-4,4,-2,4,4,4,2,42,0.71875
377,0,1,3,1,4,4,2,2,2,2,2,4,-2,2,2,2,2,4,4,4,-2,2,4,2,0,2,2,4,4,2,4,54,0.78125
378,0,3,3,2,4,4,2,4,-2,4,2,2,-2,4,-2,4,4,2,4,2,2,4,-2,4,2,4,4,4,4,-2,4,54,0.78125
379,0,1,3,1,4,4,2,2,4,4,2,2,0,2,4,2,2,0,4,2,2,2,2,2,2,4,2,4,4,4,2,60,0.8125
380,0,3,3,2,4,4,2,2,2,4,2,4,2,2,0,2,2,2,0,2,2,4,2,2,0,0,2,2,2,2,2,46,0.739583333
381,0,3,3,2,4,4,2,2,-4,-2,-2,-2,-4,2,-2,-2,2,-4,0,0,-2,-4,-4,-2,0,2,-2,0,2,-4,2,-28,0.354166667
382,0,3,3,2,4,4,2,4,4,2,4,2,4,2,2,2,2,2,0,2,-2,2,4,4,0,0,2,2,0,4,4,52,0.770833333
383,0,3,3,2,4,4,2,0,2,2,0,4,-2,0,0,4,2,-2,2,2,2,4,2,0,0,0,0,0,2,2,2,28,0.645833333
384,0,3,3,2,4,4,2,2,2,2,2,-2,0,0,4,-2,2,2,2,2,-2,-2,2,2,0,2,2,4,4,4,2,34,0.677083333
385,0,3,3,2,4,4,2,4,2,2,2,2,4,4,-2,2,4,2,4,4,4,4,-2,2,2,4,2,4,4,-2,4,60,0.8125
386,0,3,3,2,4,4,2,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,90,0.96875
387,0,3,3,2,4,4,2,2,-2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,-2,4,2,4,2,-2,4,44,0.729166667
388,0,3,3,2,4,4,2,4,4,2,2,-2,-4,4,2,0,2,-4,4,2,4,0,-2,2,2,2,2,2,4,4,4,40,0.708333333
389,0,3,3,2,4,4,2,0,-2,-2,-2,0,-4,0,0,-2,0,-4,2,-2,-2,0,-4,-2,0,2,2,2,2,-2,0,-18,0.40625
390,0,3,3,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,2,2,2,2,2,2,-2,2,2,38,0.697916667
391,0,3,3,2,3,1,0,2,2,0,2,-2,2,0,2,0,2,2,4,2,-2,0,-4,0,2,4,0,-4,2,0,2,18,0.59375
392,0,3,3,2,4,4,2,2,-2,2,2,2,2,0,0,2,2,0,2,2,2,2,-2,2,0,4,0,4,2,-2,0,28,0.645833333
393,0,1,3,1,4,4,2,2,2,-2,2,0,-2,2,2,-2,0,0,0,2,0,-2,2,-2,2,0,2,-2,2,2,2,12,0.5625
394,0,3,3,2,4,4,2,2,2,2,2,2,2,2,2,-2,2,-2,2,-2,-2,2,2,0,-2,2,2,2,2,2,-2,22,0.614583333
395,0,3,3,2,4,4,2,4,-2,2,4,-2,-2,4,-4,-2,4,-2,4,-2,-2,-2,-4,-2,2,4,4,2,2,2,4,16,0.583333333
396,0,3,3,2,4,4,2,2,2,2,2,2,0,2,0,4,2,4,2,2,-2,4,2,2,-2,4,2,4,-2,2,0,40,0.708333333
397,0,3,3,2,4,4,2,2,0,2,2,2,-4,2,-4,4,0,-4,4,4,-2,2,-4,-4,-4,4,0,4,2,-4,0,4,0.520833333
398,0,1,3,1,4,4,2,2,4,2,2,0,2,0,4,2,2,4,2,2,-4,4,2,2,2,4,4,4,2,2,2,52,0.770833333
399,0,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,-4,4,4,4,4,4,4,4,4,4,4,88,0.958333333
400,0,3,3,2,4,4,2,2,2,4,4,4,-2,4,0,4,4,-2,4,4,4,4,4,2,4,4,4,4,4,4,2,72,0.875
401,0,3,3,2,4,4,2,2,2,2,2,2,-2,2,2,2,4,2,4,-4,-2,2,2,4,4,4,4,4,2,2,4,50,0.760416667
402,0,3,3,2,3,4,1,2,-2,-2,2,0,-2,2,-2,0,2,-2,4,-2,2,0,-2,2,2,2,0,4,4,-2,2,14,0.572916667
403,0,3,3,2,4,4,2,2,2,4,2,2,2,2,2,2,2,2,4,-2,2,4,2,2,0,2,2,2,2,4,0,48,0.75
404,0,3,3,2,4,4,2,4,0,4,2,4,4,4,0,4,2,4,4,4,0,4,4,4,2,2,0,2,2,4,4,68,0.854166667
405,0,3,3,2,4,4,2,4,-2,-2,2,-2,2,0,2,0,-2,-2,2,-2,2,2,2,2,-2,2,-2,0,2,-2,2,8,0.541666667
406,0,3,3,2,4,4,2,2,-2,2,0,2,-2,2,-4,2,2,2,2,2,-2,2,-2,-2,0,4,4,2,0,-2,4,18,0.59375
407,0,3,3,2,4,4,2,4,-2,4,-4,4,4,4,-2,4,4,4,4,-2,0,4,-2,4,0,4,4,4,4,-2,4,50,0.760416667
408,0,3,3,2,4,4,2,4,-2,0,2,-2,2,2,0,-2,4,-2,2,0,0,0,-2,0,0,2,2,0,0,-2,2,10,0.552083333
409,0,3,3,2,4,4,2,0,4,4,2,4,2,-2,2,4,2,2,2,2,4,4,4,4,0,2,2,4,4,4,2,62,0.822916667
410,0,3,3,2,4,4,2,2,-2,-2,4,-2,2,2,2,2,4,2,2,-2,2,-2,-2,2,2,2,2,2,4,-2,4,28,0.645833333
411,0,3,3,2,4,4,2,2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,2,-2,0,-2,-2,0,-2,0,0,0,0,-2,2,-20,0.395833333
412,0,3,3,2,4,4,2,4,4,2,2,4,2,4,4,4,4,2,4,2,4,2,2,2,2,4,4,4,4,4,4,78,0.90625
413,0,1,-1,0,4,0,1,0,2,-2,-2,0,2,2,0,0,-2,0,-2,-2,0,2,-2,0,0,0,0,0,-4,0,2,-6,0.46875
414,0,3,3,2,4,4,2,2,4,2,2,0,-2,2,4,2,0,0,2,2,0,2,4,0,0,2,2,0,2,2,2,36,0.6875
415,0,1,1,0,4,4,2,2,2,2,2,2,2,2,2,0,2,0,2,0,0,0,2,0,0,2,2,2,2,2,2,34,0.677083333
416,0,3,3,2,4,4,2,2,2,-2,-2,-4,-2,-2,-4,0,2,2,4,2,2,-2,-4,-2,4,4,2,4,4,2,4,16,0.583333333
417,0,3,3,2,4,4,2,4,4,4,4,4,4,4,0,4,4,4,0,0,4,4,4,2,2,4,4,4,4,4,4,80,0.916666667
418,0,1,3,1,4,4,2,2,4,4,2,2,2,4,2,4,2,4,4,4,2,2,2,4,2,4,2,4,4,2,4,72,0.875
419,0,3,3,2,4,3,1,2,2,0,2,-2,2,2,2,0,2,0,2,-2,0,-2,0,4,4,4,2,4,4,0,4,36,0.6875
420,0,3,3,2,4,4,2,0,2,2,0,2,2,0,2,2,0,2,2,2,2,4,2,-2,0,2,2,2,2,2,2,36,0.6875
421,0,3,3,2,4,4,2,4,-2,2,4,2,2,2,-2,2,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,68,0.854166667
422,0,3,3,2,4,4,2,2,2,2,0,2,-2,0,0,2,0,-2,2,0,-2,2,0,-4,0,2,-2,2,0,0,4,10,0.552083333
423,0,3,3,2,0,2,0,-4,2,4,0,2,0,-2,-2,2,0,2,2,0,2,0,2,0,-4,-2,0,2,0,2,2,10,0.552083333
424,0,3,3,2,4,4,2,2,2,2,2,-2,-4,0,2,2,0,-2,4,0,4,2,2,-2,4,0,0,0,4,2,4,28,0.645833333
425,0,3,3,2,4,4,2,4,4,4,2,4,4,2,2,4,2,4,4,0,2,2,4,2,2,4,4,4,4,4,4,76,0.895833333
426,0,3,3,2,4,4,2,2,2,2,2,4,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,4,2,4,58,0.802083333
427,0,1,3,1,4,4,2,2,-2,0,2,2,4,-2,2,2,-2,2,4,4,-2,0,2,2,2,2,4,2,-2,4,2,34,0.677083333
428,0,3,3,2,4,4,2,-2,4,4,4,4,2,2,0,4,4,2,4,0,2,4,4,4,2,4,2,4,4,4,4,70,0.864583333
429,0,3,3,2,4,4,2,2,-4,-2,2,-4,4,2,-4,-2,4,0,2,-4,2,-2,-4,-2,2,2,2,4,4,-4,2,2,0.510416667
430,0,3,3,2,4,4,2,2,-2,0,2,0,0,2,2,0,4,-2,4,0,-2,0,4,0,0,0,2,2,2,2,2,24,0.625
431,0,3,3,2,4,4,2,2,0,-2,2,-2,-2,0,-2,0,2,-4,4,2,2,-2,0,-2,2,2,2,2,4,0,2,12,0.5625
432,0,3,3,2,4,4,2,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,88,0.958333333
433,0,3,3,2,4,4,2,4,2,2,2,2,-2,4,4,2,2,2,2,2,2,2,4,2,4,4,4,4,4,2,2,62,0.822916667
434,0,3,3,2,4,4,2,2,-4,2,0,0,-4,2,-4,0,2,-4,4,2,2,0,-4,-2,2,2,-2,4,4,-4,0,0,0.5
435,0,3,3,2,4,4,2,2,-2,4,-2,2,-4,-2,-2,-2,-2,-2,4,-2,-2,2,-2,-2,2,2,-2,2,2,-2,2,-6,0.46875
436,0,3,3,2,4,4,2,-2,-2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,34,0.677083333
437,0,1,1,0,4,4,2,2,4,2,2,2,2,2,2,4,2,4,4,2,4,2,4,2,2,2,4,2,4,4,4,68,0.854166667
438,0,3,3,2,4,4,2,2,4,4,2,4,2,-2,2,4,2,0,2,2,4,4,4,2,2,2,2,2,4,4,2,60,0.8125
439,0,3,3,2,4,4,2,2,-4,2,2,4,-2,2,2,4,2,2,4,2,2,2,2,0,2,4,2,4,4,4,4,52,0.770833333
440,0,3,3,2,4,4,2,2,2,2,2,4,2,2,2,2,2,4,2,2,4,4,4,2,2,4,2,2,4,4,2,64,0.833333333
441,0,3,3,2,4,4,2,4,-2,2,0,4,-4,2,-2,4,2,-4,4,4,0,2,-2,0,0,4,4,4,4,-2,4,32,0.666666667
442,0,3,3,2,4,4,2,2,-2,4,2,4,2,0,0,4,4,2,4,4,2,4,-2,2,2,4,4,4,4,0,4,58,0.802083333
443,0,3,3,2,4,4,2,2,2,0,2,-2,0,2,-2,-2,0,0,2,2,2,-2,-4,0,2,2,2,2,2,0,0,12,0.5625
444,0,3,3,2,4,4,2,2,2,2,2,2,2,2,2,4,0,2,2,2,0,2,2,2,0,2,2,2,2,2,2,44,0.729166667
445,0,3,3,2,4,4,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,4,2,4,4,2,4,52,0.770833333
